#pattern	p-value	probability ratio	percentage k/M1&M2	 percentage k/M1&M3
X[upos=VERB]; Y[upos=PRON]; X-[subj]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=X]; Y[upos=ADJ]; X-[mod]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=PROPN]; Y[upos=PRON]; X-[mod]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=VERB]; Y[upos=NOUN]; X-[comp:obl]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=NOUN]; Y[upos=ADJ]; X-[flat@name]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=VERB]; Y[upos=NOUN]; X-[subj]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=NOUN]; Y[upos=PROPN]; X-[mod@relcl]->Y	0.8066978329515151	1.0551716886472196	0.006007990627534621	100.0
X[upos=NOUN]; Y[upos=PRON]; X-[mod]->Y	0.8215637056620975	0.9797913124860474	0.039051939078975036	92.85714285714286
X[upos=NOUN]; Y[upos=VERB]; X-[orphan]->Y	0.8512040461010595	1.055170859932407	0.004505992970650966	100.0
X[upos=DET]; Y[upos=DET]; X-[conj]->Y	0.8512040461010595	1.055170859932407	0.004505992970650966	100.0
X[upos=PROPN]; Y[upos=PRON]; X-[appos]->Y	0.8512040461010595	1.055170859932407	0.004505992970650966	100.0
X[upos=ADJ]; Y[upos=NOUN]; X-[comp:obj]->Y	0.8512040461010595	1.055170859932407	0.004505992970650966	100.0
X[upos=VERB]; Y[upos=AUX]; X-[conj]->Y	0.8512040461010595	1.055170859932407	0.004505992970650966	100.0
X[upos=DET]; Y[upos=NOUN]; X-[flat@name]->Y	0.8512040461010595	1.055170859932407	0.004505992970650966	100.0
X[upos=ADP]; Y[upos=DET]; X-[det]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=ADP]; Y[upos=NOUN]; X-[goeswith]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=PROPN]; Y[upos=PROPN]; X-[appos]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=VERB]; Y[upos=VERB]; X-[mod@x]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=NOUN]; Y[upos=VERB]; X-[mod@relcl]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=DET]; Y[upos=ADJ]; X-[flat@name]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=VERB]; Y[upos=DET]; X-[comp:obj]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=ADJ]; Y[upos=ADJ]; X-[unk]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=NOUN]; Y[upos=ADJ]; X-[mod@relcl]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=X]; Y[upos=VERB]; X-[mod]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=VERB]; Y[upos=VERB]; X-[conj:emb]->Y	0.8981649999181887	1.0551700312424899	0.0030039953137673105	100.0
X[upos=PROPN]; Y[upos=NOUN]; X-[mod]->Y	0.9058466085902738	0.9546632096550215	0.02853795548078945	90.47619047619048
X[upos=NOUN]; Y[upos=ADJ]; X-[appos]->Y	0.9259821489376208	0.9440837411507765	0.02553396016702214	89.47368421052632
X[upos=VERB]; Y[upos=PRON]; X-[subj@pass]->Y	0.9379913905192306	0.9232642592119692	0.010513983598185587	87.5
X[upos=PROPN]; Y[upos=NOUN]; X-[flat@name]->Y	0.9379913905192306	0.9232642592119692	0.010513983598185587	87.5
X[upos=PRON]; Y[upos=ADJ]; X-[parataxis]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=SYM]; Y[upos=NOUN]; X-[appos]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PRON]; Y[upos=PROPN]; X-[appos]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=X]; X-[comp:obj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=PROPN]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PROPN]; Y[upos=NOUN]; X-[conj:emb]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=X]; Y[upos=NOUN]; X-[mod]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=PROPN]; X-[subj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PROPN]; Y[upos=X]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=X]; Y[upos=X]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=PRON]; X-[parataxis]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=PRON]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PROPN]; Y[upos=VERB]; X-[udep]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=NOUN]; X-[udep]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PRON]; Y[upos=VERB]; X-[orphan]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADP]; Y[upos=ADJ]; X-[mod]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=VERB]; X-[parataxis]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=DET]; Y[upos=DET]; X-[reparandum]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PRON]; Y[upos=PRON]; X-[appos]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADJ]; Y[upos=NOUN]; X-[conj:emb]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=DET]; Y[upos=DET]; X-[det]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADV]; Y[upos=NOUN]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:pred]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=DET]; X-[mod]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=X]; Y[upos=PRON]; X-[appos]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADJ]; Y[upos=NOUN]; X-[flat@name]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=ADJ]; X-[comp:obj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=ADV]; X-[mod]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PRON]; Y[upos=ADJ]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PRON]; Y[upos=PRON]; X-[reparandum]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PROPN]; Y[upos=PRON]; X-[conj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=VERB]; X-[conj:emb]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=X]; X-[appos]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=PRON]; X-[comp:obl@agent]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=X]; X-[conj:emb]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=PROPN]; X-[comp:obj@agent]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=AUX]; X-[reparandum]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADJ]; Y[upos=ADJ]; X-[comp:pred]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=DET]; X-[det]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=PRON]; X-[subj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=VERB]; X-[mod@x]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADJ]; Y[upos=PRON]; X-[comp:obl]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=X]; X-[mod@relcl]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=ADJ]; Y[upos=PRON]; X-[subj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=NOUN]; Y[upos=DET]; X-[unk]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=AUX]; Y[upos=PROPN]; X-[subj]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=VERB]; Y[upos=NOUN]; X-[comp:obj@agent]->Y	0.9477160467466655	1.0551692025774666	0.0015019976568836553	100.0
X[upos=PRON]; Y[upos=PRON]; X-[conj]->Y	0.9608050096720931	0.9285245507542521	0.033043948451440416	88.0
X[upos=VERB]; Y[upos=PRON]; X-[comp:obl]->Y	0.9663232372280791	0.9478215784813917	0.07960587581483373	89.83050847457628
X[upos=X]; Y[upos=NOUN]; X-[conj]->Y	0.9754168467417647	0.8441253342145583	0.006007990627534621	80.0
X[upos=VERB]; Y[upos=ADJ]; X-[comp:pred]->Y	0.9784491501673072	0.9546113829314047	0.14268977740394725	90.47619047619048
X[upos=NOUN]; Y[upos=ADJ]; X-[conj]->Y	0.9815587129994728	0.896866783852406	0.02553396016702214	85.0
X[upos=VERB]; Y[upos=PRON]; X-[comp:pred]->Y	0.9847226855496926	0.7913668794592564	0.004505992970650966	75.0
X[upos=NOUN]; Y[upos=NOUN]; X-[flat@name]->Y	0.9847226855496926	0.7913668794592564	0.004505992970650966	75.0
X[upos=AUX]; Y[upos=NOUN]; X-[comp:obj@agent]->Y	0.9870145216769871	0.8441159681538231	0.012015981255069242	80.0
X[upos=NOUN]; Y[upos=VERB]; X-[conj]->Y	0.9870145216769871	0.8441159681538231	0.012015981255069242	80.0
X[upos=VERB]; Y[upos=PRON]; X-[comp:obj]->Y	0.9897970041737014	0.8927993546209785	0.033043948451440416	84.61538461538461
X[upos=NOUN]; Y[upos=PROPN]; X-[mod]->Y	0.992086907552447	0.703436673876472	0.0030039953137673105	66.66666666666666
X[upos=ADJ]; Y[upos=NOUN]; X-[goeswith]->Y	0.992086907552447	0.703436673876472	0.0030039953137673105	66.66666666666666
X[upos=NOUN]; Y[upos=X]; X-[conj]->Y	0.992086907552447	0.703436673876472	0.0030039953137673105	66.66666666666666
X[upos=X]; Y[upos=NOUN]; X-[appos]->Y	0.9934439083442541	0.7913574776182178	0.009011985941301932	75.0
X[upos=PRON]; Y[upos=NOUN]; X-[appos]->Y	0.9968802170188079	0.8440972326552688	0.024031962510138484	80.0
X[upos=VERB]; Y[upos=NOUN]; X-[parataxis]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=PROPN]; Y[upos=PROPN]; X-[conj:emb]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=X]; Y[upos=NOUN]; X-[goeswith]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=AUX]; Y[upos=VERB]; X-[conj]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=NOUN]; Y[upos=DET]; X-[reparandum]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=ADJ]; Y[upos=NOUN]; X-[appos]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=NOUN]; Y[upos=VERB]; X-[appos]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=AUX]; Y[upos=NOUN]; X-[subj@pass]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=PRON]; Y[upos=NOUN]; X-[mod]->Y	0.9972670935751424	0.5275770911876474	0.0015019976568836553	50.0
X[upos=VERB]; Y[upos=NOUN]; X-[conj]->Y	0.9973691951507806	0.7913480749297721	0.013517978911952897	75.0
X[upos=NOUN]; Y[upos=PRON]; X-[conj]->Y	0.9975657733055985	0.8945374958262463	0.05857790861846256	84.78260869565217
X[upos=NOUN]; Y[upos=NOUN]; X-[orphan]->Y	0.9994511295552014	0.5275699951934631	0.0030039953137673105	50.0
X[upos=NOUN]; Y[upos=NOUN]; X-[goeswith]->Y	0.9994511295552014	0.5275699951934631	0.0030039953137673105	50.0
X[upos=NOUN]; Y[upos=NOUN]; X-[parataxis]->Y	0.9995594865196604	0.6594546587956078	0.007509988284418276	62.5
X[upos=AUX]; Y[upos=NOUN]; X-[comp:pred]->Y	0.9997431228277731	0.8892580637540725	0.08861786175613566	84.28571428571429
X[upos=VERB]; Y[upos=PROPN]; X-[comp:pred]->Y	0.9998620182458231	0.6714362382746514	0.010513983598185587	63.63636363636363
X[upos=ADJ]; Y[upos=NOUN]; X-[conj]->Y	0.9998761736386967	0.7798508461999224	0.02553396016702214	73.91304347826086
X[upos=AUX]; Y[upos=PRON]; X-[comp:pred]->Y	0.9998972330685876	0.5275628989861059	0.004505992970650966	50.0
X[upos=ADJ]; Y[upos=NOUN]; X-[parataxis]->Y	0.9999588888071436	0.5861735738712892	0.007509988284418276	55.55555555555556
X[upos=NOUN]; Y[upos=ADJ]; X-[parataxis]->Y	0.9999642534176129	0.4220499879836578	0.0030039953137673105	40.0
X[upos=PRON]; Y[upos=NOUN]; X-[conj]->Y	0.9999984892165044	0.6447664258065808	0.016521974225720208	61.111111111111114
X[upos=NOUN]; Y[upos=PROPN]; X-[conj]->Y	0.9999998420962934	0.7326554275038941	0.03754994142209138	69.44444444444444
X[upos=NOUN]; Y[upos=VERB]; X-[udep]->Y	0.9999999651708216	0.3516935786706722	0.004505992970650966	33.33333333333333
X[upos=NOUN]; Y[upos=NOUN]; X-[conj:emb]->Y	0.9999999996441539	0.7403130146445798	0.06007990627534621	70.17543859649122
X[upos=AUX]; Y[upos=ADJ]; X-[comp:pred]->Y	0.9999999997051063	0.7173701610964175	0.05106792033404428	68.0
X[upos=PROPN]; Y[upos=NOUN]; X-[conj]->Y	0.9999999998868112	0.644707714806579	0.033043948451440416	61.111111111111114
X[upos=VERB]; Y[upos=PROPN]; X-[comp:obj]->Y	0.9999999999977643	0.5456743857387893	0.022529964853254827	51.724137931034484
X[upos=PROPN]; Y[upos=PROPN]; X-[conj]->Y	0.9999999999979716	0.7671713678870067	0.09612785004055394	72.72727272727273
X[upos=ADJ]; Y[upos=NOUN]; X-[mod]->Y	0.9999999999980159	0.37235580406530217	0.009011985941301932	35.294117647058826
X[upos=NOUN]; Y[upos=PRON]; X-[appos]->Y	0.9999999999999389	0.7708229712004033	0.1141518219231578	73.07692307692307
X[upos=VERB]; Y[upos=NOUN]; X-[comp:pred]->Y	0.9999999999999872	0.851127955443025	0.2763675688665926	80.7017543859649
X[upos=PROPN]; Y[upos=NOUN]; X-[appos]->Y	0.9999999999999974	0.7489017697385237	0.10664183363873954	71.0
X[upos=AUX]; Y[upos=VERB]; X-[comp:aux@pass]->Y	1.0	0.6417477581198623	0.6518669830875063	61.04078762306611
X[upos=NOUN]; Y[upos=NOUN]; X-[conj]->Y	1.0	0.6612110537163463	3.528192496019706	63.79684953829441
X[upos=VERB]; Y[upos=NOUN]; X-[comp:obj]->Y	1.0	0.5435156094434032	0.9868124605725614	51.93675889328063
X[upos=NOUN]; Y[upos=NOUN]; X-[mod]->Y	1.0	0.5881329969885453	0.5437231517918831	55.95054095826894
X[upos=NOUN]; Y[upos=NOUN]; X-[appos]->Y	1.0	0.6648278158739838	1.2782000060079906	63.41281669150521
X[upos=NOUN]; Y[upos=PROPN]; X-[appos]->Y	1.0	0.6964901938311293	0.10513983598185586	66.0377358490566
X[upos=VERB]; Y[upos=NOUN]; X-[comp:obj@lvc]->Y	1.0	0.6844478087348651	0.09162185706990297	64.8936170212766
X[upos=VERB]; Y[upos=NOUN]; X-[mod]->Y	1.0	0.6360352928877183	0.1141518219231578	60.317460317460316
X[upos=NOUN]; Y[upos=NOUN]; X-[mod@relcl]->Y	1.0	0.42196316437821113	0.018023971882603865	40.0
