#pattern	p-value	probability ratio	percentage k/M1&M2	 percentage k/M1&M3
X[upos=AUX]; Y[upos=VERB]; X-[conj:emb]->Y	0.7726083071028041	1.0327835332606325	0.05449591280653951	100.0
X[upos=AUX]; Y[upos=VERB]; X-[comp:aux@tense]->Y	0.7979354110158724	1.0327812989845293	0.04768392370572207	100.0
X[upos=AUX]; Y[upos=PRON]; X-[dislocated]->Y	0.7979354110158724	1.0327812989845293	0.04768392370572207	100.0
X[upos=VERB]; Y[upos=PRON]; X-[conj]->Y	0.7979354110158724	1.0327812989845293	0.04768392370572207	100.0
X[upos=VERB]; Y[upos=AUX]; X-[mod]->Y	0.824090987729695	1.032779065012948	0.04087193460490463	100.0
X[upos=AUX]; Y[upos=VERB]; X-[subj]->Y	0.824090987729695	1.032779065012948	0.04087193460490463	100.0
X[upos=AUX]; Y[upos=PRON]; X-[parataxis]->Y	0.8467315879178353	0.9858014623346502	0.14305177111716622	95.45454545454545
X[upos=VERB]; Y[upos=PRON]; X-[unk]->Y	0.9078034051211177	1.0327723649247122	0.020435967302452316	100.0
X[upos=VERB]; Y[upos=AUX]; X-[conj:emb]->Y	0.9196656957082865	0.9638801763716532	0.09536784741144413	93.33333333333333
X[upos=VERB]; Y[upos=PRON]; X-[comp:obj@agent]->Y	0.9375522426918532	1.0327701321705953	0.013623978201634877	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:obj@agent]->Y	0.9375522426918532	1.0327701321705953	0.013623978201634877	100.0
X[upos=PRON]; Y[upos=PRON]; X-[reparandum]->Y	0.9375522426918532	1.0327701321705953	0.013623978201634877	100.0
X[upos=PRON]; Y[upos=VERB]; X-[conj]->Y	0.9375522426918532	1.0327701321705953	0.013623978201634877	100.0
X[upos=AUX]; Y[upos=AUX]; X-[reparandum]->Y	0.9375522426918532	1.0327701321705953	0.013623978201634877	100.0
X[upos=PRON]; Y[upos=VERB]; X-[mod@relcl]->Y	0.953405863629643	0.9814733643833697	1.5735694822888284	95.06172839506173
X[upos=AUX]; Y[upos=AUX]; X-[conj]->Y	0.9545990720820594	0.9869015417724045	3.4059945504087197	95.60229445506691
X[upos=AUX]; Y[upos=PRON]; X-[comp:aux@pass]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:obl@x]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=AUX]; Y[upos=PRON]; X-[reparandum]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=PRON]; Y[upos=VERB]; X-[parataxis]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=PRON]; Y[upos=PRON]; X-[appos]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=VERB]; Y[upos=PRON]; X-[reparandum]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=AUX]; Y[upos=VERB]; X-[subj@pass]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=AUX]; Y[upos=ADJ]; X-[conj]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:pred@x]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=AUX]; Y[upos=AUX]; X-[comp:aux@tense]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=AUX]; Y[upos=PRON]; X-[comp:obj]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=VERB]; Y[upos=AUX]; X-[subj]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=VERB]; Y[upos=ADJ]; X-[mod]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:pred]->Y	0.9682738605632873	1.0327678997206893	0.006811989100817439	100.0
X[upos=AUX]; Y[upos=AUX]; X-[mod]->Y	0.9752251384073493	0.9036240032713146	0.04768392370572207	87.5
X[upos=AUX]; Y[upos=VERB]; X-[mod]->Y	0.9891356706059716	0.894970568850708	0.08855585831062669	86.66666666666667
X[upos=PRON]; Y[upos=AUX]; X-[mod@relcl]->Y	0.9900406746607967	0.9555944193587423	0.5926430517711172	92.5531914893617
X[upos=AUX]; Y[upos=AUX]; X-[conj:emb]->Y	0.9911018079284326	0.8851338190034671	0.08174386920980926	85.71428571428571
X[upos=VERB]; Y[upos=PRON]; X-[dislocated]->Y	0.9956707284331918	0.8448950000309826	0.06130790190735695	81.81818181818183
X[upos=AUX]; Y[upos=AUX]; X-[subj]->Y	0.9970499178333245	0.6884680019984557	0.013623978201634877	66.66666666666666
X[upos=AUX]; Y[upos=VERB]; X-[comp:aux@pass]->Y	0.9970499178333245	0.6884680019984557	0.013623978201634877	66.66666666666666
X[upos=VERB]; Y[upos=VERB]; X-[subj]->Y	0.9970499178333245	0.6884680019984557	0.013623978201634877	66.66666666666666
X[upos=AUX]; Y[upos=PRON]; X-[mod]->Y	0.9996751438394871	0.9290541466758054	0.6130790190735695	90.0
X[upos=AUX]; Y[upos=PRON]; X-[comp:obj@agent]->Y	0.9998085192621902	0.8030743821688865	0.09536784741144413	77.77777777777779
X[upos=VERB]; Y[upos=AUX]; X-[conj]->Y	0.9999922394413615	0.9508621657913133	2.084468664850136	92.16867469879519
X[upos=VERB]; Y[upos=VERB]; X-[comp:obj]->Y	0.999996508240121	0.7508307295541339	0.10899182561307902	72.72727272727273
X[upos=VERB]; Y[upos=AUX]; X-[comp:obj]->Y	0.9999999741418422	0.6881705764684487	0.10899182561307902	66.66666666666666
X[upos=AUX]; Y[upos=AUX]; X-[parataxis]->Y	0.9999999987905906	0.8832228250895281	0.8514986376021799	85.61643835616438
X[upos=AUX]; Y[upos=PRON]; X-[comp:obl@agent]->Y	0.9999999989154754	0.47644709113974487	0.04087193460490463	46.15384615384615
X[upos=AUX]; Y[upos=VERB]; X-[parataxis]->Y	0.9999999998963214	0.8636378144769516	0.7356948228882834	83.72093023255815
X[upos=VERB]; Y[upos=AUX]; X-[parataxis]->Y	0.9999999999999899	0.8216634161952647	0.667574931880109	79.67479674796748
X[upos=VERB]; Y[upos=PRON]; X-[comp:obl]->Y	1.0	0.7447443641031058	2.1525885558583107	72.64367816091955
X[upos=VERB]; Y[upos=PRON]; X-[comp:obj]->Y	1.0	0.9198445425949937	5.0885558583106265	89.46107784431138
X[upos=VERB]; Y[upos=VERB]; X-[parataxis]->Y	1.0	0.8196133447730984	0.8991825613079019	79.51807228915662
