#pattern	p-value	probability ratio	percentage k/M1&M2	 percentage k/M1&M3
X[upos=NOUN]; Y[upos=ADJ]; X-[flat@name]->Y	0.7676927690113062	1.068325632045207	0.0029430808169992346	100.0
X[upos=NUM]; Y[upos=VERB]; X-[mod@relcl]->Y	0.7676927690113062	1.068325632045207	0.0029430808169992346	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:pred]->Y	0.7676927690113062	1.068325632045207	0.0029430808169992346	100.0
X[upos=ADJ]; Y[upos=NOUN]; X-[goeswith]->Y	0.7676927690113062	1.068325632045207	0.0029430808169992346	100.0
X[upos=NOUN]; Y[upos=NOUN]; X-[goeswith]->Y	0.7676927690113062	1.068325632045207	0.0029430808169992346	100.0
X[upos=VERB]; Y[upos=PROPN]; X-[comp:pred]->Y	0.7701025880916156	0.9861424340407032	0.017658484901995408	92.3076923076923
X[upos=NOUN]; Y[upos=AUX]; X-[conj]->Y	0.7996775716043286	0.9861436576668365	0.008829242450997704	92.3076923076923
X[upos=NOUN]; Y[upos=VERB]; X-[orphan]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=AUX]; Y[upos=AUX]; X-[subj]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=ADJ]; Y[upos=VERB]; X-[mod@relcl]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=AUX]; Y[upos=PROPN]; X-[subj@caus]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=PROPN]; Y[upos=PRON]; X-[appos]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=X]; Y[upos=X]; X-[conj]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=SYM]; Y[upos=VERB]; X-[mod]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=VERB]; Y[upos=ADJ]; X-[subj@pass]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=VERB]; Y[upos=PRON]; X-[parataxis]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=PRON]; Y[upos=NOUN]; X-[mod]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=DET]; Y[upos=DET]; X-[reparandum]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=DET]; Y[upos=DET]; X-[det]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=NUM]; Y[upos=NUM]; X-[conj:emb]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=NOUN]; Y[upos=X]; X-[conj]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=PROPN]; Y[upos=NUM]; X-[orphan]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=ADJ]; Y[upos=PRON]; X-[comp:obl]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=NUM]; Y[upos=NOUN]; X-[udep]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=AUX]; Y[upos=AUX]; X-[reparandum]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=NUM]; Y[upos=SYM]; X-[parataxis]->Y	0.8201454767290178	1.0683251293144678	0.002207310612749426	100.0
X[upos=VERB]; Y[upos=DET]; X-[det]->Y	0.8367650024976021	0.9711990537940557	0.014715404084996175	90.9090909090909
X[upos=VERB]; Y[upos=VERB]; X-[mod]->Y	0.8675389024015049	0.9614861583292861	0.013243863676496557	90.0
X[upos=ADP]; Y[upos=NOUN]; X-[goeswith]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=ADJ]; Y[upos=NOUN]; X-[appos]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=SYM]; Y[upos=SYM]; X-[mod@relcl]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=PROPN]; Y[upos=PROPN]; X-[conj:emb]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=VERB]; Y[upos=VERB]; X-[comp:obj@agent]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=AUX]; Y[upos=ADJ]; X-[parataxis]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=AUX]; Y[upos=PRON]; X-[parataxis]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=X]; Y[upos=NOUN]; X-[goeswith]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=NOUN]; Y[upos=DET]; X-[reparandum]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=DET]; Y[upos=ADJ]; X-[flat@name]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=AUX]; Y[upos=PROPN]; X-[mod]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=ADJ]; Y[upos=ADJ]; X-[unk]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=DET]; Y[upos=NOUN]; X-[flat@name]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=NUM]; Y[upos=AUX]; X-[mod@relcl]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=AUX]; Y[upos=SYM]; X-[subj@pass]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=NOUN]; Y[upos=ADJ]; X-[mod@relcl]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=PRON]; Y[upos=ADJ]; X-[conj]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=PRON]; Y[upos=PRON]; X-[reparandum]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=ADJ]; Y[upos=NUM]; X-[det]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=X]; Y[upos=VERB]; X-[mod]->Y	0.8761816101767408	1.0683246265911264	0.0014715404084996173	100.0
X[upos=VERB]; Y[upos=VERB]; X-[conj]->Y	0.8773381997984467	0.9927312538414258	1.1124845488257107	92.9317762753534
X[upos=VERB]; Y[upos=DET]; X-[comp:obj]->Y	0.8908937635107886	0.9496180310284382	0.005886161633998469	88.88888888888889
X[upos=AUX]; Y[upos=NUM]; X-[subj@pass]->Y	0.8908937635107886	0.9496180310284382	0.005886161633998469	88.88888888888889
X[upos=NUM]; Y[upos=VERB]; X-[mod]->Y	0.8908937635107886	0.9496180310284382	0.005886161633998469	88.88888888888889
X[upos=NUM]; Y[upos=NUM]; X-[mod]->Y	0.8959823605800619	0.9496150651151534	0.011772323267996938	88.88888888888889
X[upos=PROPN]; Y[upos=PROPN]; X-[conj]->Y	0.897695058473442	0.9783317862352472	0.1280240155394667	91.57894736842105
X[upos=X]; Y[upos=NOUN]; X-[appos]->Y	0.9114953214632605	0.9347798094257018	0.005150391429748661	87.5
X[upos=PROPN]; Y[upos=AUX]; X-[mod@relcl]->Y	0.9150360864663193	0.9528177195807956	0.024280416740243685	89.1891891891892
X[upos=ADJ]; Y[upos=PRON]; X-[mod]->Y	0.9307531001763906	0.9157022395731503	0.004414621225498852	85.71428571428571
X[upos=AUX]; Y[upos=X]; X-[subj]->Y	0.9307531001763906	0.9157022395731503	0.004414621225498852	85.71428571428571
X[upos=NOUN]; Y[upos=NOUN]; X-[parataxis]->Y	0.9307531001763906	0.9157022395731503	0.004414621225498852	85.71428571428571
X[upos=AUX]; Y[upos=VERB]; X-[subj]->Y	0.9307531001763906	0.9157022395731503	0.004414621225498852	85.71428571428571
X[upos=VERB]; Y[upos=AUX]; X-[conj:emb]->Y	0.9332567519164334	0.9258733814573078	0.009565012655247514	86.66666666666667
X[upos=VERB]; Y[upos=NOUN]; X-[mod@x]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADV]; Y[upos=NOUN]; X-[udep]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=ADJ]; X-[parataxis]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=ADP]; X-[subj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=PRON]; X-[comp:aux@pass]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=NOUN]; X-[unk]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=NUM]; X-[orphan]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=NUM]; X-[subj@pass]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=X]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PROPN]; Y[upos=NOUN]; X-[conj:emb]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=X]; Y[upos=NOUN]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=PROPN]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=VERB]; X-[parataxis]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PROPN]; Y[upos=ADJ]; X-[flat@name]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PROPN]; Y[upos=X]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NOUN]; Y[upos=NOUN]; X-[udep]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=VERB]; X-[orphan]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=SYM]; X-[parataxis]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADP]; Y[upos=ADJ]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NOUN]; Y[upos=ADP]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADP]; Y[upos=NOUN]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=PRON]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=DET]; Y[upos=ADJ]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADJ]; Y[upos=NOUN]; X-[conj:emb]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=DET]; X-[comp:pred]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADJ]; Y[upos=PRON]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=VERB]; X-[subj@pass]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NUM]; Y[upos=VERB]; X-[parataxis]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADV]; Y[upos=NOUN]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NUM]; Y[upos=NUM]; X-[mod@relcl]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=SYM]; Y[upos=SYM]; X-[conj:emb]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=X]; Y[upos=PRON]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=ADP]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NOUN]; Y[upos=ADV]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=ADV]; X-[subj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=ADJ]; X-[comp:obl]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PROPN]; Y[upos=PROPN]; X-[flat@name]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NUM]; Y[upos=ADV]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADV]; Y[upos=NOUN]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PROPN]; Y[upos=PRON]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NOUN]; Y[upos=VERB]; X-[conj:emb]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADJ]; Y[upos=AUX]; X-[mod@relcl]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=DET]; X-[comp:obl]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=DET]; Y[upos=NOUN]; X-[comp:obj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PRON]; Y[upos=VERB]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=NOUN]; X-[comp:obj@pass]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=ADV]; X-[subj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=X]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NOUN]; Y[upos=X]; X-[conj:emb]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=NUM]; X-[comp:obj@agent]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=PROPN]; X-[comp:obj@agent]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NUM]; Y[upos=SYM]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=PROPN]; Y[upos=X]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=X]; Y[upos=PROPN]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=VERB]; X-[comp:aux@caus]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADJ]; Y[upos=ADJ]; X-[comp:pred]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=AUX]; X-[subj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=DET]; X-[det]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NUM]; Y[upos=NUM]; X-[det]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=VERB]; Y[upos=ADJ]; X-[dislocated]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NUM]; Y[upos=SYM]; X-[mod]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=NOUN]; Y[upos=DET]; X-[unk]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=SYM]; Y[upos=SYM]; X-[appos]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=AUX]; Y[upos=NUM]; X-[conj]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=ADJ]; Y[upos=NUM]; X-[comp:obl]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
X[upos=X]; Y[upos=X]; X-[flat@name]->Y	0.9360459510463202	1.068324123875183	0.0007357702042498086	100.0
